code,chapitre,chapitre_libelle,groupe,groupe_libelle,variete,libelle,libelle_normalise,sai,revision
3060,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",30,LESION TRAUMATIQUE - ORGANE TRAUMATIQUE (SAI),60,LESION PAR ECRASEMENT ET PAR SOUFFLE (SAI),LESION PAR ECRASEMENT ET PAR SOUFFLE (SAI),oui,
3100,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",31,SEQUELLE TRAUMATIQUE (SAI),00,SEQUELLE TRAUMATIQUE (SAI),SEQUELLE TRAUMATIQUE (SAI),oui,
3110,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",31,SEQUELLE TRAUMATIQUE (SAI),10,CAL NORMAL DE FRACTURE,CAL NORMAL DE FRACTURE,non,
3120,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",31,SEQUELLE TRAUMATIQUE (SAI),20,CAL PATHOLOGIQUE (SAI),CAL PATHOLOGIQUE (SAI),oui,
3121,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",31,SEQUELLE TRAUMATIQUE (SAI),21,CAL HYPERTROPHIQUE,CAL HYPERTROPHIQUE,non,
3123,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",31,SEQUELLE TRAUMATIQUE (SAI),23,PSEUDARTHROSE,PSEUDARTHROSE,non,
3130,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",31,SEQUELLE TRAUMATIQUE (SAI),30,ANKYLOSE,ANKYLOSE,non,
3150,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",31,SEQUELLE TRAUMATIQUE (SAI),50,MUTILATION ETHNIQUE,MUTILATION ETHNIQUE,non,
3160,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",31,SEQUELLE TRAUMATIQUE (SAI),60,CORPS ETRANGER POST-TRAUMATIQUE (SAI),CORPS ETRANGER POST-TRAUMATIQUE (SAI),oui,
3170,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",31,SEQUELLE TRAUMATIQUE (SAI),70,ANEVRISME POST-TRAUMATIQUE - ANEVRISME POST- OPERATOIRE,ANEVRISME POST-TRAUMATIQUE - ANEVRISME POST- OPERATOIRE,non,
3200,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),00,LESION MECANIQUE (SAI),LESION MECANIQUE (SAI),oui,
3210,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),10,LESION PAR BRIDE ET SYNECHIE,LESION PAR BRIDE ET SYNECHIE,non,
3220,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),20,LESION PAR COMPRESSION,LESION PAR COMPRESSION,non,
3230,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),30,ENGAGEMENT - PROCIDENCE - LESION PAR PROLAPSUS,ENGAGEMENT - PROCIDENCE - LESION PAR PROLAPSUS,non,
3240,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),40,LESION PAR INVAGINATION,LESION PAR INVAGINATION,non,
3250,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),50,LIGATURE CHIRURGICALE - CLIP,LIGATURE CHIRURGICALE - CLIP,non,
3252,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),52,ANASTOMOSE - STOMIE (SAI),ANASTOMOSE - STOMIE (SAI),oui,1997 AJOUT
3253,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),53,STOMIE - ABOUCHEMENT A LA PEAU,STOMIE - ABOUCHEMENT A LA PEAU,non,1997 AJOUT
3254,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),54,ANASTOMOSE - DERIVATION DANS UN ORGANE CREUX,ANASTOMOSE - DERIVATION DANS UN ORGANE CREUX,non,1997 AJOUT
3255,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),55,ANASTOMOSE - RETABLISSEMENT DE LA CONTINUITE,ANASTOMOSE - RETABLISSEMENT DE LA CONTINUITE,non,1997 AJOUT
3260,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),60,OBSTRUCTION PAR CORPS ETRANGER EXOGENE ET/OU ENDOGENE,OBSTRUCTION PAR CORPS ETRANGER EXOGENE ET/OU ENDOGENE,non,
3261,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),61,ILEUS BILIAIRE,ILEUS BILIAIRE,non,
3263,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),63,FECALOME - STERCOLITHE - STASE STERCORALE,FECALOME - STERCOLITHE - STASE STERCORALE,non,
3270,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),70,LESION PAR NOEUD OU TORSION (SAI),LESION PAR NOEUD OU TORSION (SAI),oui,
3271,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),71,LESION PAR NOEUD,LESION PAR NOEUD,non,
3273,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),73,LESION PAR TORSION,LESION PAR TORSION,non,
3280,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),80,LESION PAR VOLVULUS - LESION PAR CIRCULAIRE - LESION PAR BRETELLE,LESION PAR VOLVULUS - LESION PAR CIRCULAIRE - LESION PAR BRETELLE,non,
3290,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",32,LESION MECANIQUE (SAI),90,LESION PAR REFLUX (SAI),LESION PAR REFLUX (SAI),oui,
3300,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",33,"PERFORATION, RUPTURE ET FRACTURE SPONTANEE (SAI) - FISTULE (SAI)",00,"PERFORATION, RUPTURE ET FRACTURE SPONTANEE (SAI) - FISTULE (SAI)","PERFORATION, RUPTURE ET FRACTURE SPONTANEE (SAI) - FISTULE (SAI)",oui,
3310,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",33,"PERFORATION, RUPTURE ET FRACTURE SPONTANEE (SAI) - FISTULE (SAI)",10,PERFORATION NON TRAUMATIQUE DIASTATIQUE,PERFORATION NON TRAUMATIQUE DIASTATIQUE,non,
3320,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",33,"PERFORATION, RUPTURE ET FRACTURE SPONTANEE (SAI) - FISTULE (SAI)",20,RUPTURE SPONTANEE,RUPTURE SPONTANEE,non,
3330,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",33,"PERFORATION, RUPTURE ET FRACTURE SPONTANEE (SAI) - FISTULE (SAI)",30,FRACTURE SPONTANEE,FRACTURE SPONTANEE,non,
3340,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",33,"PERFORATION, RUPTURE ET FRACTURE SPONTANEE (SAI) - FISTULE (SAI)",40,FISTULE (SAI),FISTULE (SAI),oui,
3345,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",33,"PERFORATION, RUPTURE ET FRACTURE SPONTANEE (SAI) - FISTULE (SAI)",45,FISTULE POST- TRAUMATIQUE - FISTULE POST- OPERATOIRE DEFORMATIONS ACQUISES,FISTULE POST- TRAUMATIQUE - FISTULE POST- OPERATOIRE DEFORMATIONS ACQUISES,non,
3400,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),00,DEFORMATION ACQUISE (SAI),DEFORMATION ACQUISE (SAI),oui,
3410,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),10,DILATATION DIFFUSE D'UN VISCERE - MEGAVISCERE ACQUIS,DILATATION DIFFUSE D'UN VISCERE - MEGAVISCERE ACQUIS,non,
3412,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),12,PLEXUS NERVEUX : PATHOLOGIE ACQUISE,PLEXUS NERVEUX : PATHOLOGIE ACQUISE,non,
3415,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),15,PSEUDO-OBSTRUCTION,PSEUDO-OBSTRUCTION,non,
3420,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),20,DIVERTICULE ACQUIS (SAI),DIVERTICULE ACQUIS (SAI),oui,
3421,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),21,DIVERTICULE DE TRACTION,DIVERTICULE DE TRACTION,non,
3422,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),22,DIVERTICULE DE PULSION,DIVERTICULE DE PULSION,non,
3424,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),24,DIVERTICULOSE,DIVERTICULOSE,non,
3426,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),26,DIVERTICULOSE AVEC DIVERTICULITE,DIVERTICULOSE AVEC DIVERTICULITE,non,
3427,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),27,DIVERTICULOSE AVEC PERFORATION,DIVERTICULOSE AVEC PERFORATION,non,
3428,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),28,DIVERTICULITE PSEUDOTUMORALE,DIVERTICULITE PSEUDOTUMORALE,non,
3430,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),30,HERNIE ACQUISE (SAI) - SAC HERNIAIRE (SAI),HERNIE ACQUISE (SAI) - SAC HERNIAIRE (SAI),oui,
3432,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),32,HERNIE ETRANGLEE (DOUBLE CODAGE AVEC TYPE DE LA HERNIE),HERNIE ETRANGLEE (DOUBLE CODAGE AVEC TYPE DE LA HERNIE),non,
3433,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),33,HERNIE INGUINALE (CODER L'ORGANE SITUE DANS LA HERNIE),HERNIE INGUINALE (CODER L'ORGANE SITUE DANS LA HERNIE),non,1999 AJOUT
3434,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),34,HERNIE SCROTALE OU INGUINOSCROTALE (CODER L'ORGANE SITUE DANS LA HERNIE),HERNIE SCROTALE OU INGUINOSCROTALE (CODER L'ORGANE SITUE DANS LA HERNIE),non,1999 AJOUT
3435,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),35,HERNIE CRURALE (CODER L'ORGANE SITUE DANS LA HERNIE),HERNIE CRURALE (CODER L'ORGANE SITUE DANS LA HERNIE),non,1999 AJOUT
3436,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),36,HERNIE OMBILICALE ACQUISE (CODER L'ORGANE SITUE DANS LA HERNIE),HERNIE OMBILICALE ACQUISE (CODER L'ORGANE SITUE DANS LA HERNIE),non,1999 AJOUT
3437,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),37,EVENTRATION (CODER L'ORGANE SITUE DANS L 'EVENTRATION),EVENTRATION (CODER L'ORGANE SITUE DANS L 'EVENTRATION),non,1999 AJOUT
3440,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),40,ECTASIE - DILATATION ACQUISES,ECTASIE - DILATATION ACQUISES,non,
3450,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),50,STENOSE - RETRECISSEMENT - OBLITERATION ACQUIS (SAI),STENOSE - RETRECISSEMENT - OBLITERATION ACQUIS (SAI),oui,
3452,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),52,STENOSE PAR CORPS ETRANGER,STENOSE PAR CORPS ETRANGER,non,
3454,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),54,STENOSE PAR COMPRESSION EXTRINSEQUE,STENOSE PAR COMPRESSION EXTRINSEQUE,non,
3456,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),56,STENOSE SPHINCTERIENNE PAR HYPERTROPHIE OU HYPERPLASIE MUSCULAIRE,STENOSE SPHINCTERIENNE PAR HYPERTROPHIE OU HYPERPLASIE MUSCULAIRE,non,
3460,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),60,DEFORMATION OU LESION PAR TROUBLE DE LA CIRCULATION DES LIQUIDES (SAI),DEFORMATION OU LESION PAR TROUBLE DE LA CIRCULATION DES LIQUIDES (SAI),oui,
3461,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),61,HYDRAMNIOS,HYDRAMNIOS,non,
3462,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),62,OLIGOAMNIOS,OLIGOAMNIOS,non,
3463,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),63,LIQUIDE AMNIOTIQUE (INHALATION OU INGESTION),LIQUIDE AMNIOTIQUE (INHALATION OU INGESTION),non,1997 AJOUT
3465,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),65,GLAUCOME - TROUBLE CIRCULATOIRE DE L'HUMEUR ACQUEUSE (SAI),GLAUCOME - TROUBLE CIRCULATOIRE DE L'HUMEUR ACQUEUSE (SAI),oui,
3466,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),66,HYPERTENSION INTRACRANIENNE - LESION DE L'HYPERTENSION INTRACRANIENNE,HYPERTENSION INTRACRANIENNE - LESION DE L'HYPERTENSION INTRACRANIENNE,non,
3468,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),68,HYDROCEPHALIE ACQUISE,HYDROCEPHALIE ACQUISE,non,
3469,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),69,HYDROCEPHALIE POST- HEMORRAGIQUE,HYDROCEPHALIE POST- HEMORRAGIQUE,non,1992 AJOUT
3470,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),70,DEFORMATION OU LESION PAR AFFAISSEMENT AERIQUE (SAI),DEFORMATION OU LESION PAR AFFAISSEMENT AERIQUE (SAI),oui,
3472,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),72,COLLAPSUS,COLLAPSUS,non,
3474,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),74,ATELECTASIE,ATELECTASIE,non,
3480,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),80,DEFORMATION OU LESION PAR DILATATION AERIQUE (SAI),DEFORMATION OU LESION PAR DILATATION AERIQUE (SAI),oui,
3481,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),81,EMPHYSEME (SAI),EMPHYSEME (SAI),oui,
3482,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),82,EMPHYSEME INTERSTITIEL,EMPHYSEME INTERSTITIEL,non,
3483,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),83,EMPHYSEME DIFFUS,EMPHYSEME DIFFUS,non,
3484,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),84,EMPHYSEME CENTROLOBULAIRE,EMPHYSEME CENTROLOBULAIRE,non,
3486,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),86,EMPHYSEME PANLOBULAIRE,EMPHYSEME PANLOBULAIRE,non,
3488,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),88,EMPHYSEME BULLEUX - BULLE,EMPHYSEME BULLEUX - BULLE,non,
3489,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",34,DEFORMATION ACQUISE (SAI),89,EMPHYSEME PAR DEFICIT EN ALPHA-1-ANTITRYPSINE,EMPHYSEME PAR DEFICIT EN ALPHA-1-ANTITRYPSINE,non,
3500,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",35,LESION PAR AGENT PHYSIQUE (SAI),00,LESION PAR AGENT PHYSIQUE (SAI),LESION PAR AGENT PHYSIQUE (SAI),oui,
3510,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",35,LESION PAR AGENT PHYSIQUE (SAI),10,BAROLESION - LESION DE DECOMPRESSION,BAROLESION - LESION DE DECOMPRESSION,non,
3520,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",35,LESION PAR AGENT PHYSIQUE (SAI),20,BRULURE,BRULURE,non,
3521,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",35,LESION PAR AGENT PHYSIQUE (SAI),21,SEQUELLE DE BRULURE,SEQUELLE DE BRULURE,non,
3522,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",35,LESION PAR AGENT PHYSIQUE (SAI),22,LESION PAR CHALEUR,LESION PAR CHALEUR,non,1997 AJOUT
3530,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",35,LESION PAR AGENT PHYSIQUE (SAI),30,GELURE - ENGELURE,GELURE - ENGELURE,non,
3532,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",35,LESION PAR AGENT PHYSIQUE (SAI),32,LESION PAR LE FROID,LESION PAR LE FROID,non,1997 AJOUT
3540,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",35,LESION PAR AGENT PHYSIQUE (SAI),40,LESION PAR ASPHYXIE ET/OU ANOXIE AIGUE,LESION PAR ASPHYXIE ET/OU ANOXIE AIGUE,non,1997 MODIF
3550,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",35,LESION PAR AGENT PHYSIQUE (SAI),50,LESION PAR L'ELECTRICITE :,LESION PAR L'ELECTRICITE :,non,
3560,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",35,LESION PAR AGENT PHYSIQUE (SAI),60,LESION PAR LASER,LESION PAR LASER,non,
